Kind,Language,Component,File,Line,Status,Reason,Quick Fix,Found Version,Required Version
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,183,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,187,affected,new Function() is dangerous,Use function declarations or arrow functions,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,191,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,214,affected,!= can cause type coercion issues,Use !== for strict inequality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,219,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,222,affected,Dynamic import() can be dangerous,Use static imports or proper module loading,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,230,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,232,affected,"var is deprecated, use let or const","Use let for variables that change, const for constants",,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,232,affected,"var is deprecated, use let or const","Use let for variables that change, const for constants",,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,232,affected,var in for loops can cause scope issues,Use let in for loops,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,240,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,246,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,251,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,254,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,258,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,265,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,268,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,271,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,275,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,278,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,279,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,288,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,295,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,302,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,305,affected,JSON.stringify() can expose sensitive data,Filter sensitive properties before stringifying,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,311,affected,!= can cause type coercion issues,Use !== for strict inequality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,16,affected,TODO/FIXME comment found,Address TODO/FIXME items before production,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,163,affected,console.log should be removed in production,Use proper logging library or remove debug statements,,
